"sequence","AccelerometerX","AccelerometerY","AccelerometerZ","GyroscopeX","GyroscopeY","GyroscopeZ"
171,35,-974,32,-12,12,14
172,9,-985,23,-13,13,21
173,-52,-986,17,-10,10,20
174,-3,-971,22,-10,12,15
175,44,-979,27,-13,12,19
176,-22,-984,17,-13,13,24
177,-36,-973,27,-13,11,19
178,12,-987,15,-11,13,17
179,26,-990,24,-10,12,22
180,-7,-977,31,-9,10,27
181,-6,-986,31,-12,12,26
182,32,-991,3,-9,13,27
183,-20,-982,22,-9,12,32
184,-116,-985,35,-7,7,26
185,-27,-984,21,-9,10,10
186,114,-992,29,-8,10,12
187,-1,-981,28,-11,11,27
188,-73,-975,28,-9,9,26
189,-9,-983,29,-10,13,19
190,22,-986,39,-10,9,18
191,-15,-976,28,-13,12,22
192,-30,-976,27,-12,13,20
193,11,-977,33,-13,13,17
194,-3,-984,23,-12,10,20
195,-38,-984,18,-12,12,18
196,20,-978,21,-12,12,15
197,19,-983,15,-12,13,19
198,-20,-984,21,-13,10,22
199,-19,-978,27,-10,13,20
200,15,-991,13,-10,12,20
201,57,-981,27,-6,12,25
202,-32,-980,32,-11,14,34
203,-87,-983,30,-11,12,27
204,38,-1001,15,-10,13,17
205,9,-983,19,-8,12,24
206,-76,-980,24,-12,14,25
207,-2,-972,26,-9,13,15
208,57,-988,34,-11,13,19
209,-11,-991,19,-12,12,27
210,-85,-976,30,-11,13,23
211,5,-976,39,-10,11,13
212,33,-986,34,-15,13,18
213,-26,-979,32,-13,14,21
214,-19,-976,24,-12,14,18
215,7,-976,17,-12,11,17
216,9,-981,19,-12,12,20
217,-33,-986,22,-13,12,23
218,-9,-981,25,-13,13,18
219,4,-985,17,-13,12,19
220,-4,-978,26,-10,12,19
221,-9,-986,39,-10,10,22
222,15,-984,22,-8,13,22
223,17,-988,29,-11,15,26
224,11,-987,1,-10,12,32
225,-90,-986,24,-8,10,31
226,-50,-976,28,-7,7,19
227,42,-993,24,-10,13,15
228,21,-978,25,-9,10,23
229,-72,-978,38,-13,13,24
230,28,-984,36,-13,12,16
231,10,-990,34,-12,13,21
232,-37,-971,38,-10,10,23
233,-24,-986,19,-14,13,20
234,9,-972,24,-12,12,16
235,3,-981,28,-13,13,20
236,-30,-983,15,-12,7,20
237,-7,-978,34,-12,12,17
238,17,-978,15,-12,12,18
239,-3,-982,28,-13,14,19
240,-11,-979,28,-13,10,19
241,-18,-981,27,-11,15,20
242,26,-990,19,-11,12,20
243,43,-977,20,-9,12,27
244,-45,-987,31,-12,13,33
245,-20,-992,15,-11,13,25
246,26,-987,17,-9,11,25
247,-78,-988,32,-9,10,27
248,-44,-975,34,-11,12,15
249,51,-982,26,-8,11,13
250,40,-990,35,-10,11,22
251,-44,-976,22,-12,12,29
252,-48,-980,29,-12,14,22
253,16,-979,30,-10,11,17
254,2,-982,35,-14,13,20
255,-32,-987,18,-13,12,20
256,-1,-967,27,-13,13,16
257,16,-984,32,-11,9,17
258,-12,-993,25,-12,13,20
259,-22,-977,31,-12,11,19
260,18,-982,10,-13,13,18
261,2,-991,4,-9,10,23
262,-37,-972,32,-9,13,22
263,10,-988,27,-10,11,18
264,30,-979,19,-11,12,23
265,28,-987,23,-10,12,29
266,-55,-986,27,-11,12,35
267,-100,-987,30,-9,10,23
268,67,-994,20,-6,10,13
269,23,-971,22,-10,13,25
270,-96,-981,22,-10,10,26
271,11,-983,20,-10,10,14
272,34,-988,32,-10,11,19
273,-18,-987,28,-13,11,24
274,-64,-978,32,-11,10,21
275,29,-967,49,-13,11,15
276,17,-988,28,-14,12,22
277,-47,-977,30,-12,13,22
278,-8,-975,14,-11,9,18
279,14,-982,9,-14,13,18
280,-20,-986,23,-12,11,20
281,-13,-981,24,-14,12,18
282,2,-984,19,-11,10,17
283,7,-987,21,-9,13,20
284,16,-978,39,-9,12,24
285,-7,-982,32,-11,13,28
286,-5,-991,21,-12,11,27
287,6,-985,6,-9,12,28
288,-76,-983,30,-8,9,28
289,-52,-984,24,-9,12,17
290,53,-986,30,-8,11,12
291,29,-980,30,-10,13,23
292,-62,-979,24,-12,10,28
293,-11,-980,33,-10,12,20
294,12,-987,35,-12,12,19
295,-20,-981,30,-10,10,20
296,-28,-979,33,-12,13,18
297,3,-979,20,-13,13,16
298,21,-976,33,-13,14,19
299,-46,-988,23,-10,12,22
300,-1,-977,28,-12,15,16
301,24,-979,11,-13,12,19
302,-4,-978,30,-13,14,23
303,-42,-984,28,-13,9,21
304,-2,-982,29,-12,14,16
305,31,-989,21,-9,12,19
306,45,-978,24,-9,14,27
307,-52,-986,29,-11,13,32
308,-1,-990,7,-9,14,27
309,15,-993,17,-6,11,27
310,-97,-977,35,-8,10,27
311,-45,-979,36,-10,11,13
312,74,-984,25,-10,14,11
313,36,-990,40,-11,11,23
314,-56,-969,15,-12,13,29
315,-52,-985,34,-11,13,20
316,41,-976,27,-9,10,15
317,2,-979,36,-14,12,22
318,-51,-981,17,-12,10,21
319,-1,-971,28,-13,13,15
320,26,-989,28,-11,7,16
321,-30,-987,25,-13,14,20
322,-18,-973,27,-11,12,17
323,34,-982,8,-14,14,17
324,-3,-988,17,-11,9,23
325,-26,-975,24,-10,13,24
326,3,-989,30,-9,9,22
327,43,-982,16,-10,12,24
328,8,-987,27,-10,12,33
329,-104,-979,37,-11,12,31
330,-15,-993,20,-10,11,16
331,79,-986,19,-5,11,17
332,-50,-981,27,-10,13,28
333,-53,-975,30,-8,10,21
334,43,-984,20,-11,11,17
335,14,-991,32,-11,10,24
336,-71,-979,20,-11,11,26
337,-27,-973,39,-10,10,16
338,40,-980,46,-15,13,15
339,-8,-983,29,-13,13,20
340,-32,-977,28,-13,14,20
341,6,-975,19,-10,9,17
342,10,-982,17,-14,13,20
343,-18,-989,12,-11,11,22
344,-23,-979,24,-11,12,19
345,-12,-984,8,-13,11,18
346,23,-978,30,-10,13,19
347,19,-978,42,-10,11,25
348,-21,-990,33,-9,13,27
349,26,-986,11,-10,15,26
350,-7,-988,13,-8,13,32
351,-119,-985,24,-11,11,28
352,-13,-981,14,-8,9,12
353,82,-989,34,-10,12,15
354,-38,-984,25,-12,11,26
355,-46,-968,45,-12,12,20
356,17,-991,29,-12,13,16
357,21,-986,41,-11,12,21
358,-41,-976,25,-12,9,24
359,-26,-977,23,-13,15,19
360,24,-976,22,-13,12,17
361,-18,-981,25,-13,11,22
362,-41,-991,24,-12,9,19
363,8,-976,20,-12,13,14
364,25,-983,26,-11,10,19
365,-17,-990,19,-13,12,24
366,-27,-973,33,-12,13,20
367,22,-985,13,-10,12,18
368,13,-990,18,-9,11,24
369,-1,-970,35,-9,9,27
370,-9,-993,18,-12,12,27
371,20,-989,15,-9,11,29
372,-40,-981,23,-9,11,30
373,-93,-977,39,-7,10,23
374,-7,-987,29,-8,12,10
375,102,-993,31,-8,12,14
376,-12,-982,27,-14,12,30
377,-87,-975,19,-10,11,27
378,-4,-980,35,-10,12,15
379,33,-985,32,-10,9,17
380,-25,-984,36,-14,13,22
381,-35,-971,21,-11,12,17
382,37,-974,41,-13,12,17
383,-21,-993,18,-12,8,20
384,-16,-978,33,-11,15,17
385,18,-973,13,-12,12,18
386,12,-983,16,-13,13,23
387,-35,-989,18,-14,13,23
388,-25,-979,34,-10,13,19
389,28,-996,20,-9,9,19
390,47,-974,27,-8,12,26
391,-34,-986,42,-12,13,33
392,-61,-989,21,-10,12,26
393,29,-989,13,-9,12,19
394,-17,-984,23,-8,12,24
395,-65,-975,35,-9,11,21
396,13,-984,24,-10,11,15
397,65,-989,33,-12,13,19
398,-39,-977,23,-12,12,28
399,-65,-984,36,-11,12,22
400,14,-977,37,-11,10,13
401,22,-980,34,-14,14,18
402,-20,-987,20,-13,12,22
403,-24,-973,21,-12,13,20
404,0,-979,19,-12,10,18
405,4,-984,20,-12,13,17
406,-31,-980,29,-12,12,19
407,0,-980,20,-14,13,16
408,15,-988,16,-12,11,18
409,12,-976,34,-12,13,22
410,-4,-990,30,-10,9,25
411,16,-983,22,-10,13,28
412,19,-987,9,-11,12,32
413,-67,-993,24,-9,12,33
414,-90,-982,20,-11,10,20
415,34,-991,25,-7,11,12
416,54,-984,26,-9,13,20
417,-40,-975,41,-8,11,26
418,-33,-972,36,-14,12,22
419,11,-993,27,-10,11,18
420,0,-981,32,-12,10,20
421,-44,-975,23,-11,10,22
422,-15,-979,28,-13,13,16
423,18,-975,29,-11,12,17
424,-12,-987,32,-14,12,21
425,-19,-981,12,-11,9,19
426,13,-976,29,-11,12,18
427,8,-987,19,-13,12,21
428,-25,-981,26,-14,13,21
429,-19,-976,24,-13,12,18
430,12,-989,21,-11,14,19
431,15,-983,26,-9,11,21
432,-4,-975,36,-9,12,27
433,14,-994,18,-12,14,28
434,9,-986,10,-10,14,31
435,-74,-982,33,-11,11,31
436,-110,-982,30,-9,9,19
437,70,-990,28,-9,14,5
438,85,-988,30,-9,12,20
439,-74,-982,21,-14,14,31
440,-52,-974,29,-10,12,21
441,32,-988,33,-11,12,16
442,14,-979,32,-12,11,21
443,-54,-970,25,-15,15,21
444,-13,-976,38,-12,13,16
445,22,-983,27,-13,12,15
446,-11,-978,25,-13,9,20
447,-11,-981,21,-12,14,20
448,9,-977,16,-12,11,20
449,-7,-984,15,-13,14,21
450,-22,-985,21,-13,12,19
451,3,-988,24,-10,12,19
452,38,-985,18,-10,10,22
453,20,-980,39,-8,12,30
454,-55,-986,29,-11,13,32
455,-15,-991,17,-10,13,25
456,-9,-987,21,-10,12,23
457,-51,-975,26,-8,11,21
458,-9,-981,27,-10,13,15
459,58,-984,30,-8,12,16
460,3,-988,27,-16,13,26
461,-67,-975,23,-11,10,26
462,-17,-983,49,-12,12,18
463,18,-977,30,-12,11,16
464,-6,-982,33,-13,15,20
465,-12,-977,17,-11,11,19
466,0,-975,27,-12,12,18
467,-1,-981,16,-13,10,19
468,-18,-982,29,-12,12,19
469,-3,-980,14,-13,10,18
470,15,-980,18,-14,11,19
471,-23,-983,29,-12,12,22
472,-25,-983,32,-9,13,19
473,30,-982,31,-11,11,18
474,56,-983,20,-10,13,26
475,-22,-988,23,-11,14,33
476,-73,-986,19,-9,11,29
477,0,-991,15,-9,13,21
478,-4,-981,25,-8,11,22
479,-43,-977,39,-10,12,22
480,6,-984,26,-10,10,18
481,14,-988,32,-13,14,19
482,6,-975,29,-10,11,22
483,-50,-990,31,-12,12,24
484,-10,-969,32,-10,11,17
485,10,-978,31,-14,15,19
486,-11,-989,22,-12,11,20
487,-20,-974,18,-12,14,20
488,-4,-977,24,-12,11,17
489,6,-989,31,-12,12,17
490,-19,-977,25,-13,12,18
491,-6,-986,19,-13,14,19
492,9,-989,8,-12,12,18
493,0,-977,26,-7,12,21
494,-14,-986,24,-10,11,24
495,30,-988,25,-8,13,24
496,24,-980,11,-11,13,30
497,-32,-992,26,-8,9,33
498,-127,-979,41,-11,10,24
499,32,-991,21,-7,10,9
500,65,-989,27,-8,13,18
501,-36,-974,28,-10,10,28
502,-53,-983,20,-14,14,22
503,20,-979,26,-11,11,17
504,-10,-986,32,-13,11,22
505,-40,-975,26,-11,9,21
506,-8,-979,36,-11,14,16
507,44,-977,36,-12,11,17
508,-32,-985,25,-14,12,23
509,-36,-975,26,-11,10,17
510,37,-981,16,-10,11,15
511,11,-983,10,-11,12,22
512,-47,-980,24,-13,14,23
513,-27,-985,23,-14,11,17
514,31,-985,25,-9,11,18
515,31,-987,31,-10,11,24
516,10,-977,33,-10,13,31
517,-51,-991,25,-12,12,31
518,-11,-991,16,-10,11,25
519,-7,-982,13,-12,12,23
520,-55,-983,27,-8,9,23
521,-13,-981,28,-9,11,14
522,60,-981,33,-9,10,16
523,10,-993,26,-14,13,26
524,-73,-975,30,-10,10,27
525,-18,-974,39,-12,12,17
526,21,-982,41,-12,12,16
527,-9,-978,32,-13,14,20
528,-15,-981,24,-13,13,20
529,-3,-978,19,-14,15,18
530,8,-980,19,-12,11,19
531,-28,-988,22,-12,12,19
532,-12,-977,23,-13,11,17
533,9,-986,14,-13,14,17
534,22,-980,28,-12,12,20
535,-13,-978,31,-10,12,23
536,-10,-989,27,-9,11,23
537,64,-984,21,-8,12,25
538,3,-984,15,-10,12,35
539,-127,-986,33,-9,10,32
540,0,-984,17,-9,10,14
541,35,-989,23,-7,10,19
542,-38,-981,27,-9,11,22
543,-8,-973,41,-10,12,18
544,24,-983,26,-12,15,19
545,-7,-996,30,-11,10,22
546,-31,-967,21,-13,11,23
547,-33,-984,29,-11,10,20
548,4,-971,28,-13,12,16
549,5,-981,28,-10,10,17
550,-26,-989,23,-14,13,18
551,-1,-974,27,-11,10,16
552,39,-980,26,-11,11,19
553,-16,-984,18,-13,10,25
554,-35,-981,25,-12,14,21
555,12,-982,6,-12,12,20
556,0,-983,27,-9,11,22
557,-18,-983,27,-11,11,22
558,16,-986,27,-9,11,23
559,14,-989,10,-10,12,27
560,-7,-984,27,-8,10,30
561,-115,-984,36,-11,11,26
562,13,-986,24,-8,11,12
563,72,-986,27,-8,12,18
564,-46,-976,20,-10,10,29
565,-57,-983,24,-13,14,20
566,9,-984,29,-9,10,14
567,19,-984,40,-13,12,17
568,-27,-974,29,-12,11,22
569,-5,-973,34,-11,13,19
570,8,-988,31,-13,10,21
571,-25,-979,26,-14,13,21
572,-14,-978,22,-12,12,18
573,0,-982,16,-10,12,18
574,-4,-975,23,-12,9,18
575,-18,-990,23,-12,13,18
576,5,-984,22,-12,13,19
577,17,-987,15,-9,11,21
578,28,-984,32,-11,11,26
579,-16,-980,36,-10,13,32
580,-21,-987,20,-12,14,29
581,0,-992,15,-9,12,27
582,-73,-978,26,-11,13,24
583,-38,-983,28,-7,9,15
584,65,-983,21,-9,12,13
585,37,-983,39,-9,11,24
586,-65,-980,16,-13,13,28
587,-33,-980,39,-10,11,19
588,20,-979,38,-14,13,18
589,-31,-985,37,-13,12,20
590,-17,-982,24,-14,13,16
591,19,-978,22,-13,12,16
592,2,-980,20,-14,13,20
593,-22,-979,22,-11,11,20
594,-4,-981,23,-12,12,18
595,10,-984,7,-13,11,20
596,-5,-978,30,-14,14,23
597,-34,-980,27,-12,10,21
598,-7,-988,31,-9,12,16
599,60,-980,25,-9,11,19
600,11,-978,27,-8,14,30
601,-43,-990,19,-10,12,31
602,-12,-992,15,-8,12,26
603,1,-986,21,-10,10,26
604,-83,-988,29,-9,10,23
605,1,-962,41,-10,11,12
606,35,-997,23,-11,12,15
607,23,-980,24,-12,14,22
608,-48,-984,26,-9,11,26
609,-24,-981,30,-11,12,20
610,21,-977,39,-12,12,17
611,-8,-976,21,-15,14,21
612,-33,-985,20,-11,12,21
613,1,-969,34,-13,13,16
614,5,-982,33,-12,11,19
615,-26,-993,21,-13,13,18
616,9,-968,25,-12,12,16
617,3,-1000,6,-14,14,20
618,-1,-977,16,-11,12,22
619,-13,-971,32,-9,11,23
620,23,-1001,22,-10,11,24
621,32,-981,14,-9,14,29
622,-15,-979,31,-10,13,34
623,-134,-991,33,-10,10,29
624,11,-984,20,-9,13,11
625,79,-988,31,-6,13,17
626,-43,-975,23,-10,12,28
627,-37,-973,29,-10,12,21
628,28,-986,23,-13,14,18
629,-7,-999,30,-11,11,24
630,-51,-967,20,-13,11,22
631,-17,-982,43,-11,12,16
632,34,-978,31,-15,13,16
633,-28,-986,36,-14,12,19
634,-18,-976,15,-13,14,18
635,11,-977,18,-10,11,18
636,2,-983,17,-13,12,21
637,-21,-982,19,-12,12,21
638,-16,-979,23,-13,14,20
639,1,-983,12,-11,11,18
640,13,-982,42,-8,12,20
641,11,-981,32,-9,11,23
642,0,-991,30,-10,14,26
643,14,-985,5,-10,13,29
644,-60,-994,27,-10,12,30
645,-78,-973,29,-12,12,21
646,33,-991,24,-6,11,13
647,49,-980,20,-8,11,20
648,-71,-979,29,-10,12,27
649,-10,-982,29,-12,13,17
650,13,-987,40,-9,9,18
651,-4,-977,40,-12,11,20
652,-21,-981,34,-13,12,21
653,0,-973,21,-13,13,19
654,1,-980,29,-11,9,19
655,-39,-984,20,-14,14,20
656,-6,-980,29,-12,12,16
657,17,-979,9,-14,12,17
658,9,-980,27,-14,12,21
659,-30,-984,26,-15,14,22
660,-23,-982,27,-10,10,17
661,44,-981,20,-10,12,18
662,29,-988,20,-10,12,28
663,-31,-983,31,-10,15,32
664,-28,-990,13,-13,12,26
665,24,-987,17,-9,11,24
666,-57,-985,24,-10,12,26
667,-60,-978,42,-7,11,18
668,36,-980,34,-9,11,12
669,64,-995,34,-9,13,20
670,-34,-975,21,-12,13,29
671,-75,-984,23,-8,10,24
672,16,-977,29,-11,12,15
673,15,-981,37,-12,12,18
674,-38,-989,14,-14,12,21
675,-8,-968,28,-11,11,16
676,21,-978,34,-14,12,17
677,3,-992,16,-11,12,20
678,-27,-972,33,-11,14,20
679,9,-979,19,-13,11,20
680,5,-994,5,-14,15,22
681,-26,-975,28,-9,11,23
682,-14,-986,31,-9,10,21
683,34,-987,18,-12,11,22
684,34,-980,24,-11,15,29
685,-41,-986,29,-10,13,33
686,-94,-982,25,-9,11,25
687,38,-999,19,-8,9,15
688,38,-981,25,-7,11,23
689,-94,-973,29,-11,10,25
690,5,-984,25,-10,12,15
691,54,-987,30,-11,11,18
692,-35,-984,31,-12,10,26
693,-66,-978,26,-12,10,18
694,34,-971,49,-12,12,13
695,18,-986,25,-15,14,20
696,-47,-988,25,-12,12,23
697,-6,-969,20,-13,14,17
698,13,-982,16,-11,13,20
699,-21,-986,21,-13,12,20
700,-15,-976,29,-11,11,17
701,-11,-988,9,-14,12,16
702,6,-980,22,-9,11,17
703,39,-979,34,-11,12,21
704,-17,-990,33,-10,11,28
705,15,-980,19,-11,16,27
706,31,-989,17,-10,11,32
707,-113,-984,30,-10,12,33
708,-73,-988,18,-9,11,16
709,86,-985,29,-9,14,9
710,12,-990,27,-11,11,24
711,-79,-969,33,-12,12,24
712,8,-982,38,-11,12,16
713,33,-994,26,-10,11,19
714,-25,-973,38,-13,11,24
715,-39,-974,23,-13,14,21
716,18,-974,30,-13,14,17
717,-8,-983,31,-14,12,19
718,-31,-986,27,-13,13,18
719,-7,-982,16,-10,12,16
720,24,-980,21,-14,13,17
721,7,-984,18,-12,10,21
722,-35,-982,18,-12,13,23
723,1,-979,26,-9,11,20
724,24,-988,14,-10,11,22
725,11,-980,40,-9,10,26
726,-40,-993,29,-13,14,28
727,10,-985,20,-11,11,24
728,-2,-987,14,-10,12,26
729,-61,-983,35,-11,12,25
730,-44,-975,31,-10,13,18
731,57,-989,29,-11,12,14
732,53,-975,29,-11,14,24
733,-87,-988,21,-12,11,30
734,-39,-980,27,-9,10,18
735,30,-984,37,-12,11,15
736,14,-983,34,-13,13,21
737,-45,-980,21,-14,14,21
738,1,-969,31,-11,11,16
739,24,-989,23,-14,12,19
740,-36,-983,24,-11,14,21
741,-7,-966,31,-12,14,18
742,24,-990,5,-13,11,19
743,-15,-978,17,-14,13,21
744,-37,-981,36,-9,11,20
745,38,-984,19,-11,12,17
746,20,-983,24,-7,10,25
747,16,-984,39,-12,14,32
748,-61,-1000,14,-12,10,32
749,-23,-972,23,-8,12,23
750,7,-1004,21,-9,10,22
751,-57,-971,14,-9,12,21
752,-10,-976,43,-10,10,14
753,53,-992,23,-12,13,16
754,7,-980,40,-12,11,23
755,-69,-977,17,-11,12,25
756,-15,-983,47,-11,11,17
757,22,-975,32,-13,14,17
758,-10,-979,31,-14,14,21
759,-30,-983,15,-11,12,18
760,2,-969,23,-11,12,16
761,13,-989,15,-11,12,19
762,-22,-987,24,-13,14,21
763,-9,-974,23,-11,12,18
764,9,-989,11,-13,13,20
765,9,-983,31,-8,12,22
766,-17,-975,35,-10,10,23
767,-1,-989,30,-10,12,24
768,42,-988,15,-11,15,25
769,-19,-981,19,-8,12,31
770,-100,-991,25,-11,11,28
771,-7,-986,18,-6,11,14
772,78,-982,27,-9,14,18
773,-58,-984,24,-10,9,28
774,-36,-967,39,-11,12,19
775,16,-995,28,-10,11,17
776,12,-983,32,-11,13,21
777,-35,-977,33,-12,11,22
778,-25,-978,24,-13,15,19
779,21,-982,28,-11,12,16
780,-2,-979,19,-12,12,20
781,-51,-982,25,-12,11,20
782,18,-976,18,-12,14,15
783,29,-981,34,-13,13,20
784,-40,-986,20,-13,11,23
785,-24,-976,33,-12,13,17
786,15,-989,14,-9,12,18
787,32,-980,24,-10,12,22
788,-16,-976,32,-10,13,28
789,4,-992,24,-14,13,28
790,15,-991,2,-9,11,30
791,-40,-986,29,-9,11,30
792,-119,-981,37,-9,9,23
793,4,-986,25,-10,14,8
794,132,-997,34,-8,11,13
795,-29,-978,27,-13,12,33
796,-97,-978,24,-10,12,26
797,27,-978,28,-10,14,14
798,20,-989,36,-11,11,20
799,-51,-972,36,-15,13,22
800,-34,-978,20,-11,12,15
801,39,-974,37,-13,12,14
802,2,-988,21,-12,10,20
803,-37,-978,22,-13,16,21
804,13,-976,29,-14,15,17
805,22,-981,14,-13,13,20
806,-20,-987,16,-12,10,23
807,-22,-983,25,-12,14,21
808,21,-988,16,-10,11,21
809,44,-980,25,-9,13,25
810,-29,-983,42,-10,10,32
811,-64,-991,26,-10,13,27
812,34,-992,16,-8,11,21
813,-27,-975,26,-8,11,25
814,-57,-987,25,-11,11,21
815,15,-975,19,-9,12,14
816,53,-985,38,-9,11,20
817,-35,-985,19,-12,11,28
818,-67,-976,34,-13,13,21
819,21,-985,44,-11,11,14
820,10,-982,30,-13,11,18
821,-23,-973,35,-11,13,20
822,-7,-980,17,-13,13,19
823,17,-977,25,-11,11,19
824,-14,-985,15,-15,13,23
825,-23,-982,25,-13,12,20
826,4,-975,9,-13,12,18
827,-4,-986,24,-9,9,21
828,-16,-981,31,-11,12,21
829,4,-981,32,-9,11,19
830,31,-988,21,-11,12,24
831,24,-991,13,-9,10,30
832,-56,-980,24,-10,14,32
833,-67,-987,18,-8,10,23
834,38,-983,23,-8,11,17
835,-27,-988,28,-10,10,23
836,-38,-976,39,-12,13,19
837,19,-982,35,-11,11,16
838,9,-988,24,-11,13,20
