sequence,Price,Return,Volume,Volatility,BidAskSpread,OrderFlowImbalance
55,101.12,-0.2146,578,11.282,7.665,21.7
56,101.26,0.2012,576,11.628,6.935,27.58
57,101.25,0.0243,602,12.551,7.05,32.77
58,101.06,-0.2563,586,12.607,6.892,26.36
59,101.01,-0.1114,635,12.143,6.412,28.55
60,101.01,-0.0297,669,11.802,6.241,24.8
61,101.04,0.1136,669,13.306,6.105,27.7
62,100.89,-0.2232,649,12.749,6.352,28.68
63,100.72,-0.1777,711,12.905,6.261,26.6
64,100.74,0.0302,721,13.138,7.337,26.65
65,100.66,-0.1308,733,14.064,7.449,24.23
66,100.69,0.0125,753,14.541,7.618,31.45
67,100.8,0.1814,741,14.719,7.801,24.98
68,100.54,-0.1976,805,15.254,7.915,17.59
69,100.57,-0.0411,778,14.94,8.308,24.5
70,100.75,0.196,821,15.491,7.673,22.72
71,100.7,-0.0527,834,15.255,7.195,18.6
72,100.57,-0.0742,816,14.276,7.148,25.77
73,100.67,0.0451,854,14.07,6.49,18.81
74,100.71,0.035,833,14.239,6.405,15.6
75,100.83,0.1618,841,15.412,6.263,15.01
76,100.78,-0.1131,872,15.493,6.383,12.74
77,100.55,-0.2307,921,14.054,6.103,9.4
78,100.53,-0.0251,905,14.512,6.541,15.21
79,100.45,-0.0513,875,14.905,6.612,12.22
80,100.57,0.0818,906,14.424,6.521,11.11
81,100.59,0.1545,935,13.548,6.966,8.55
82,100.34,-0.2154,877,13.344,7.415,10.99
83,100.16,-0.2345,901,13.127,8.149,12.01
84,100.29,0.0913,889,12.863,7.556,7.74
85,100.4,0.0464,895,12.235,7.494,13.47
86,100.3,-0.0914,891,12.758,7.297,8.76
87,100.3,0.0032,873,12.068,6.455,11.94
88,100.37,0.1044,868,12.609,6.178,6.31
89,100.44,0.088,868,13.35,6.325,12.47
90,100.58,0.1009,866,13.615,6.06,13.05
91,100.62,0.0202,858,12.198,5.683,12.78
92,100.61,0.0199,835,13.672,5.894,10.06
93,100.58,0.0041,827,13.563,5.663,16.66
94,100.74,0.1013,833,12.106,6.161,13.19
95,100.41,-0.3548,805,14.085,5.487,12.64
96,100.4,0.0288,766,14.341,6.604,15.59
97,100.42,-0.0165,746,14.274,7.124,22.79
98,100.21,-0.1974,746,13.204,6.913,17.82
99,100.28,0.0189,758,14.644,6.4,17.34
100,100.19,-0.0289,737,16.403,6.981,21.03
101,100.33,0.1273,712,15.072,6.181,21.71
102,100.33,-0.0273,698,14.97,7.092,20.38
103,100.44,0.1386,689,15.299,6.309,20.97
104,100.64,0.1923,666,15.324,6.425,28.06
105,100.72,0.0891,650,15.163,5.338,23.21
106,100.6,-0.0512,654,14.384,5.41,25.07
107,100.4,-0.2075,620,15.005,5.123,24.0
108,100.68,0.2884,642,14.759,5.29,20.87
109,100.68,0.0803,640,14.883,5.619,21.02
110,100.6,-0.0877,647,14.702,5.326,19.47
111,100.64,0.0355,645,14.537,5.411,22.37
112,100.63,0.0409,655,15.201,5.486,17.98
113,100.78,0.0919,661,14.16,6.108,15.31
114,100.81,0.0897,631,13.345,6.42,20.16
115,100.84,0.0205,639,13.855,6.209,19.71
116,100.76,-0.1135,658,12.237,6.459,14.91
117,100.85,0.0748,653,12.476,6.406,13.6
118,100.72,-0.1643,687,12.927,6.111,15.28
119,100.84,0.1618,702,12.386,5.749,11.22
120,101.1,0.2259,668,12.232,5.4,14.44
121,100.89,-0.3049,719,12.68,5.732,8.99
122,100.55,-0.3762,688,13.291,5.053,14.66
123,100.67,0.1521,719,12.189,4.725,13.01
124,101.07,0.396,751,13.089,4.449,6.35
125,100.95,-0.1566,778,12.235,4.353,2.22
126,100.79,-0.2158,794,13.633,4.529,2.81
127,100.9,0.1698,758,13.264,4.767,5.04
128,100.8,-0.1302,787,13.557,4.407,0.54
129,100.75,-0.0224,831,14.327,5.172,0.88
130,100.72,-0.1283,836,14.333,5.416,-2.68
131,100.82,0.0884,855,14.439,5.199,0.16
132,100.78,-0.0824,847,15.315,5.684,1.0
133,100.85,0.0497,898,14.269,5.349,0.37
134,100.84,0.0021,912,15.52,5.268,0.22
135,100.74,-0.1275,894,15.38,5.517,0.82
136,100.71,-0.0091,930,15.522,4.475,2.61
137,100.59,-0.0677,915,14.439,4.752,-1.96
138,100.61,0.0242,905,15.487,3.66,-2.5
139,100.46,-0.2088,931,15.378,3.869,-0.55
140,100.31,-0.0989,938,14.443,3.844,-2.16
141,100.55,0.1996,953,14.438,3.591,2.41
142,100.55,0.0058,941,13.784,3.752,7.97
143,100.56,0.0586,938,13.412,3.806,7.75
144,100.65,0.095,957,13.418,3.887,8.11
145,100.6,-0.0594,935,13.25,4.269,5.74
146,100.58,-0.0347,936,12.735,4.227,12.47
147,100.65,0.0119,928,12.822,4.826,10.2
148,100.7,0.0291,917,12.453,5.458,12.79
149,100.53,-0.2288,922,12.743,5.099,9.46
150,100.66,0.1515,886,11.819,4.448,13.22
151,100.58,-0.1079,897,11.556,3.579,14.46
152,100.42,-0.1565,918,12.146,4.291,10.67
153,100.29,-0.082,873,12.501,3.531,16.72
154,100.23,-0.0187,875,10.609,3.607,14.29
155,100.47,0.2573,830,11.952,2.617,10.18
156,100.3,-0.1381,849,12.243,2.284,17.33
157,100.32,0.0549,843,12.047,3.06,16.11
158,99.99,-0.3269,822,12.641,3.281,16.41
159,99.98,0.0238,763,13.06,3.489,14.42
160,100.11,0.1948,758,13.325,3.232,11.33
161,100.06,-0.059,770,12.748,3.345,11.32
162,99.96,-0.0936,741,13.64,3.999,11.0
163,99.98,-0.0574,743,14.979,4.513,9.39
164,100.07,0.0485,697,13.282,3.822,7.96
165,100.15,0.0889,720,13.7,4.335,5.12
166,100.43,0.2573,681,14.744,3.683,2.2
167,100.44,0.0238,641,12.966,3.133,4.3
168,100.33,-0.1235,674,14.362,3.392,0.39
169,100.29,-0.0498,615,14.424,2.599,-0.76
170,100.26,-0.0367,637,14.261,2.966,-3.84
171,100.25,-0.039,598,13.798,2.414,-0.51
172,100.22,0.0031,622,13.051,3.061,-2.94
173,100.22,-0.0368,602,13.937,2.426,-7.17
174,99.94,-0.2766,606,12.954,2.342,-2.39
175,100.04,0.1577,648,13.536,2.808,-8.39
176,99.92,-0.1105,604,12.897,2.864,-8.31
177,99.71,-0.2381,585,11.789,3.173,-12.27
178,99.78,0.0374,599,11.548,3.87,-5.85
179,99.94,0.192,574,11.504,4.087,-7.69
180,99.98,0.0726,589,11.613,4.494,-10.44
181,99.97,-0.046,614,11.134,3.668,-6.75
182,99.79,-0.2073,629,10.706,3.388,-8.11
183,100.19,0.4925,604,10.721,3.592,-13.71
184,100.28,0.0523,669,10.473,3.751,-12.97
185,100.07,-0.1344,623,11.378,2.404,-9.02
186,99.91,-0.1467,656,10.597,2.099,-10.07
187,99.89,-0.0585,651,10.723,2.077,-11.88
188,99.61,-0.2857,675,11.477,2.687,-11.25
189,99.6,-0.0332,675,10.3,2.317,-6.94
190,99.49,-0.1278,693,11.668,2.542,-7.71
191,99.63,0.161,709,11.336,2.378,-1.84
192,99.73,0.018,714,13.065,3.214,-3.15
193,99.28,-0.3962,730,12.378,3.524,-7.69
194,99.25,-0.0134,734,11.9,3.521,-3.66
195,98.96,-0.3249,745,12.832,3.723,4.6
196,99.09,0.0463,758,12.319,3.776,-3.14
197,99.07,0.0666,774,12.792,3.282,0.68
198,99.11,-0.0394,783,12.996,3.814,-2.98
199,98.91,-0.1868,800,12.474,3.532,-1.92
200,99.14,0.2599,792,12.32,3.05,3.04
201,99.4,0.2013,844,13.038,2.268,-0.07
202,99.2,-0.1416,810,13.134,2.325,0.38
203,99.22,-0.0622,811,12.525,2.348,3.65
204,99.08,-0.23,799,12.109,1.953,4.55
205,99.03,-0.1066,802,11.772,1.739,2.56
206,98.8,-0.2713,814,12.145,2.508,-5.31
207,99.04,0.31,855,10.837,2.578,4.87
208,98.86,-0.245,811,11.554,2.911,6.47
209,98.78,0.0118,808,11.286,3.272,-1.77
210,98.82,0.047,831,10.848,3.816,-7.16
211,98.69,-0.0836,803,10.448,4.011,-2.47
212,98.61,-0.0458,824,9.936,4.162,-5.58
213,98.5,-0.157,756,9.808,3.89,-7.21
214,98.44,-0.069,788,9.903,3.757,-2.24
215,98.23,-0.1858,775,9.168,3.702,-10.07
216,98.14,-0.0768,729,8.99,3.596,-10.81
217,98.08,0.0373,740,8.974,3.51,-14.16
218,98.0,-0.1259,702,8.466,2.528,-10.16
219,97.98,-0.088,712,9.498,2.757,-10.51
220,97.9,-0.1336,705,8.955,2.605,-16.94
221,97.99,0.0195,661,10.095,2.925,-14.15
222,97.92,-0.0838,623,9.69,2.346,-21.57
223,97.87,-0.0294,582,10.375,3.208,-19.9
224,97.75,-0.0264,586,11.272,3.084,-20.44
225,97.65,-0.0965,591,10.729,4.527,-17.12
226,97.44,-0.2426,581,10.455,4.816,-19.37
227,97.5,0.0639,528,9.763,4.525,-19.03
228,97.3,-0.091,551,11.436,5.066,-21.56
229,97.18,-0.1561,581,11.806,4.703,-21.19
230,97.21,-0.0075,541,10.503,4.471,-22.89
231,97.26,0.0682,542,11.496,4.022,-21.13
232,97.18,-0.0391,505,11.299,3.829,-18.65
233,96.87,-0.2805,507,11.421,3.364,-23.08
234,96.92,0.081,451,10.797,3.932,-16.0
235,96.94,0.077,469,10.356,3.495,-17.51
236,96.72,-0.1313,427,10.539,3.014,-13.74
237,96.83,0.1981,391,9.772,3.452,-17.45
238,96.71,-0.0626,419,10.742,3.656,-18.22
239,96.54,-0.1578,408,9.276,4.178,-11.38
240,96.54,-0.0336,411,9.01,4.186,-14.56
241,96.51,-0.0646,413,10.326,4.494,-13.92
242,96.54,-0.0441,400,8.52,5.215,-11.98
243,96.29,-0.2747,405,7.567,5.043,-11.08
244,96.56,0.2751,373,7.697,5.635,-7.65
245,96.46,-0.0524,400,6.807,5.391,-10.19
246,96.23,-0.2942,396,7.627,4.775,-12.29
247,96.32,0.1583,410,8.128,4.926,-7.41
248,96.26,-0.0651,440,7.191,4.423,-7.17
249,96.31,-0.0467,408,7.755,4.75,-5.06
250,96.26,-0.036,459,7.903,4.064,-8.03
251,96.25,-0.057,467,8.167,3.543,-13.32
252,96.29,-0.0082,423,8.037,4.114,-9.5
253,96.17,-0.1165,463,8.67,4.521,-5.34
254,96.28,0.0452,499,7.558,4.322,-6.84
255,96.2,-0.0687,490,8.549,4.936,-6.72
256,96.07,-0.1227,495,9.001,4.832,-11.21
257,96.09,0.0667,503,7.882,5.22,-8.68
258,96.15,0.0188,519,9.735,5.364,-10.51
259,96.12,-0.0962,566,9.955,5.63,-13.36
260,95.99,-0.0019,574,9.559,5.913,-10.79
261,96.08,0.0605,594,10.323,5.943,-16.96
262,95.82,-0.1989,605,10.993,5.713,-17.66
263,95.66,-0.1634,602,10.688,5.916,-17.64
264,95.66,-0.0148,669,9.969,4.625,-22.04
265,95.46,-0.0992,639,9.776,5.363,-18.32
266,95.46,0.0443,681,9.886,5.052,-23.16
267,95.45,-0.0334,670,8.774,4.764,-18.53
268,95.58,0.1187,712,9.067,5.008,-24.97
269,95.44,-0.1049,694,8.95,4.721,-29.51
270,95.34,-0.1065,673,8.348,5.227,-25.55
271,95.38,0.0715,706,8.666,5.42,-19.2
272,95.01,-0.3913,707,7.377,5.453,-19.38
273,95.47,0.4507,739,7.957,5.577,-32.84
274,95.35,-0.0992,682,6.773,6.339,-23.95
275,95.24,-0.1269,686,7.628,6.492,-28.02
276,95.36,0.0516,683,6.654,7.121,-30.63
277,95.34,-0.011,728,6.276,6.414,-30.63
278,95.06,-0.3276,683,6.42,6.816,-28.13
279,95.14,0.0619,711,6.835,6.377,-23.36
280,95.26,0.092,696,5.966,5.993,-26.69
281,95.17,-0.1351,646,6.514,5.928,-22.71
282,95.12,0.0374,686,6.365,5.489,-21.16
283,95.17,-0.0195,683,5.637,5.986,-24.94
284,95.02,-0.0946,619,6.665,4.954,-25.65
285,95.07,-0.0157,623,6.501,5.905,-21.91
286,95.08,-0.0149,639,7.16,5.863,-20.76
287,94.95,-0.0784,619,7.688,6.089,-20.01
288,94.72,-0.2302,605,6.999,6.411,-20.31
289,94.67,-0.047,601,7.58,6.68,-21.34
290,94.51,-0.0605,600,7.901,7.024,-20.23
291,94.63,0.1577,557,7.903,7.626,-15.18
292,94.63,0.0576,547,8.661,7.915,-13.24
293,94.72,0.1,583,7.808,7.216,-13.35
294,94.71,-0.0046,558,8.771,7.231,-12.8
295,94.72,0.0119,513,8.365,6.864,-14.75
296,94.57,-0.066,588,8.669,6.572,-16.08
297,94.64,-0.0886,541,8.256,5.86,-14.18
298,94.88,0.2554,492,7.844,6.089,-10.04
299,94.8,-0.0541,490,8.212,6.213,-16.17
300,94.67,-0.2076,527,8.166,6.146,-11.55
301,94.62,-0.0472,541,8.199,5.994,-11.9
302,94.51,-0.1201,502,7.938,6.266,-13.42
303,94.37,-0.1902,508,6.972,7.304,-17.57
304,94.35,-0.0069,510,7.098,6.97,-12.21
305,94.27,-0.1387,478,7.71,7.168,-14.11
306,94.44,0.2504,541,6.026,7.841,-13.84
307,94.4,-0.1041,550,6.837,7.324,-17.61
308,94.41,-0.0517,563,4.641,8.348,-17.26
309,94.52,0.0797,539,5.995,7.987,-17.41
310,94.43,-0.0874,541,5.252,7.606,-23.7
311,94.6,0.2061,578,5.377,7.841,-18.77
312,94.47,-0.1219,618,4.333,6.993,-22.81
313,94.3,-0.1602,597,5.421,6.36,-20.86
314,94.21,-0.2273,618,5.093,6.058,-28.38
315,94.15,-0.0824,631,5.3,5.962,-22.92
316,93.9,-0.2576,607,5.133,6.359,-23.31
317,93.85,-0.0011,673,4.8,6.386,-27.63
318,93.56,-0.3451,698,5.246,5.826,-31.52
319,93.72,0.1854,678,6.128,6.996,-22.87
320,93.67,-0.0749,669,6.364,7.133,-30.23
321,93.53,-0.179,722,6.924,7.776,-25.73
322,93.35,-0.1797,759,6.589,8.112,-26.36
323,93.25,-0.1107,773,6.817,7.684,-21.79
324,93.18,-0.0687,800,8.107,7.579,-19.0
325,92.98,-0.2014,774,8.012,7.487,-28.57
326,92.8,-0.1338,823,8.296,7.933,-29.13
327,92.74,-0.0275,815,8.183,7.242,-26.82
328,92.62,-0.1707,823,7.656,6.434,-25.34
329,92.72,0.1781,820,8.109,6.338,-20.71
330,92.86,0.2018,889,6.988,6.937,-28.65
331,92.82,0.0088,860,8.071,6.313,-20.35
332,92.86,0.0448,875,7.749,6.484,-24.33
333,92.62,-0.1383,853,6.763,6.208,-26.66
334,92.69,0.0436,909,7.658,6.218,-22.01
335,92.65,-0.0247,901,7.235,6.165,-21.8
336,92.69,-0.006,896,6.281,7.11,-19.56
337,92.9,0.2197,919,5.927,6.446,-19.32
338,92.53,-0.3119,890,6.172,7.891,-17.41
339,92.54,-0.0094,897,4.638,7.101,-16.37
340,92.35,-0.1508,881,5.352,7.318,-14.15
341,92.41,0.0164,882,4.992,7.613,-7.13
342,92.19,-0.1947,894,4.05,6.961,-10.01
343,92.09,-0.0138,863,3.809,6.734,-8.98
344,92.1,-0.0024,920,4.444,7.156,-9.7
345,92.17,0.0682,857,5.018,6.398,-6.92
346,92.17,0.0486,817,5.162,6.119,-12.64
347,92.03,-0.0843,849,5.306,5.493,-5.87
348,91.93,-0.1006,816,4.759,5.68,-8.44
349,92.05,0.1311,812,5.511,5.999,-5.32
350,92.03,-0.0109,813,5.069,6.156,-2.01
351,91.77,-0.2154,768,4.825,5.755,-9.39
352,91.89,0.1503,786,6.018,6.251,-6.88
353,91.94,0.0694,725,7.447,6.139,-14.33
354,92.06,0.0888,789,8.487,6.773,-10.31
355,92.01,-0.1296,751,6.637,6.664,-13.68
356,92.13,0.0269,728,6.713,7.031,-12.83
357,91.97,-0.1397,701,7.141,7.466,-11.98
358,92.05,0.2379,685,7.308,6.927,-14.71
359,91.98,-0.0413,709,6.991,6.697,-16.39
360,92.08,0.1497,673,7.958,6.545,-19.36
361,92.23,0.1522,654,7.013,5.847,-11.72
362,92.13,-0.0845,645,7.493,5.554,-17.03
363,92.13,-0.0526,643,6.912,4.452,-16.66
364,92.14,0.0193,644,6.854,5.244,-20.34
365,92.32,0.1289,664,7.184,5.372,-21.34
366,92.44,0.1475,645,6.987,5.577,-15.16
367,92.27,-0.2328,630,6.151,5.596,-15.95
368,92.35,0.133,637,5.087,5.803,-24.26
369,92.47,0.1264,619,5.449,5.968,-23.32
370,92.81,0.3689,622,5.337,6.662,-17.3
371,92.57,-0.2138,615,5.392,6.498,-17.98
372,92.51,-0.1324,643,5.189,6.593,-16.1
373,92.72,0.1558,665,5.168,5.807,-19.81
374,92.54,-0.1298,675,4.662,6.447,-22.94
375,92.38,-0.1375,689,4.449,6.269,-22.48
376,92.48,0.1413,712,4.705,5.382,-16.86
377,92.65,0.2804,684,4.021,4.889,-16.85
378,92.57,-0.0409,731,4.875,4.969,-17.27
379,92.67,0.1873,763,4.7,4.504,-15.26
380,92.71,0.0354,768,5.53,4.816,-12.31
381,92.96,0.222,764,6.269,4.556,-12.17
382,92.99,0.0365,795,5.43,4.632,-15.44
383,93.16,0.182,818,6.624,4.488,-6.27
384,93.05,-0.0919,792,5.911,5.052,-10.93
385,93.05,0.0404,814,6.796,5.353,-12.93
386,93.06,0.0566,824,6.303,5.7,-4.59
387,93.25,0.2639,808,6.978,5.681,-8.92
388,93.36,0.0957,837,7.592,5.939,-1.99
389,93.28,-0.1167,887,8.557,5.9,-6.1
390,93.4,0.1544,885,8.04,5.194,-7.23
391,93.55,0.1855,892,7.427,5.117,-2.46
392,93.55,0.0278,889,8.412,4.605,-2.35
393,93.54,0.0042,896,7.969,4.496,2.1
394,93.54,0.0937,963,7.955,3.673,1.27
395,93.31,-0.2008,933,7.476,4.128,-0.52
396,93.36,0.0039,928,8.871,3.406,2.4
397,93.42,0.0373,956,7.895,3.899,1.69
398,93.31,-0.0202,961,6.728,3.412,2.32
399,93.45,0.1804,923,6.786,4.452,-0.34
400,93.26,-0.2504,912,6.761,4.36,-5.27
401,93.2,-0.1023,941,6.702,4.513,-2.91
402,93.15,-0.0282,945,5.723,4.108,2.29
403,93.47,0.3044,945,5.448,4.41,-7.91
404,93.25,-0.1931,929,5.308,4.831,-5.66
405,93.35,0.0524,902,5.161,4.414,-1.41
406,93.51,0.1609,923,4.761,4.278,-3.37
407,93.59,0.0919,908,5.146,3.72,0.36
408,93.78,0.2282,901,5.303,3.983,1.38
409,93.65,-0.1267,865,5.261,3.647,-1.22
410,93.32,-0.3264,884,4.954,3.46,-8.62
411,93.45,0.128,839,5.624,2.762,-9.07
412,93.28,-0.1361,855,6.503,3.378,-7.42
413,93.25,0.0003,820,5.472,2.827,-13.37
414,93.08,-0.1969,813,5.532,3.157,-11.37
415,93.25,0.1332,781,5.703,3.235,-6.67
416,93.39,0.1476,787,6.473,3.426,-17.07
417,93.29,-0.151,781,7.245,3.8,-14.4
418,93.44,0.1329,716,7.519,4.147,-13.79
419,93.46,0.1458,738,8.141,4.596,-17.86
420,93.45,0.012,691,9.018,4.362,-9.87
421,93.46,-0.0077,708,8.727,4.215,-7.72
422,93.43,-0.0501,674,8.44,3.896,-9.75
423,93.53,0.0634,649,8.677,4.805,-10.38
424,93.58,-0.0022,650,8.617,3.286,-8.65
425,93.53,-0.0633,647,8.895,2.997,-7.93
426,93.68,0.1897,649,8.48,3.009,-10.85
427,93.59,-0.0432,601,8.504,3.028,-2.77
428,93.63,0.0836,603,7.536,2.518,-5.5
429,93.69,-0.0355,645,8.456,2.341,-3.17
430,93.91,0.2333,603,7.736,2.897,-8.1
431,93.83,-0.1161,615,6.867,3.351,-4.04
432,94.09,0.266,568,7.366,2.659,-4.9
433,94.11,0.0186,635,7.661,3.592,3.98
434,94.08,-0.0507,578,7.38,4.232,4.5
435,93.97,-0.1679,586,6.712,3.709,3.16
436,94.06,0.0773,620,7.026,4.196,6.58
437,94.06,-0.0,633,6.004,3.69,2.62
438,93.89,-0.148,605,5.992,3.531,7.47
439,93.71,-0.1734,635,6.054,3.875,9.55
440,93.62,-0.1359,613,5.812,3.173,9.07
441,93.51,-0.034,641,6.571,2.766,10.82
442,93.67,0.2375,648,6.014,2.506,11.27
443,93.87,0.1835,643,6.665,2.772,8.53
444,93.99,0.0569,658,6.558,2.033,8.83
445,94.04,0.162,677,6.761,2.157,14.24
446,93.96,0.0099,666,6.965,2.868,11.17
447,93.96,0.0389,675,7.462,3.199,13.91
448,94.09,0.0472,732,7.945,2.59,14.1
449,94.4,0.3989,748,8.886,3.271,13.87
450,94.53,0.1856,740,9.327,3.509,8.55
451,94.48,-0.0796,752,8.957,3.314,9.06
452,94.48,-0.12,763,8.93,4.297,10.64
453,94.41,-0.005,780,9.507,3.844,9.45
454,94.28,-0.1527,755,9.486,3.492,8.77
455,94.25,-0.0246,773,10.058,3.021,6.21
456,94.28,0.0605,809,9.684,3.012,6.63
457,94.55,0.3298,802,8.064,3.067,2.32
458,94.55,-0.0043,821,9.149,2.088,0.82
459,94.75,0.2364,845,10.41,2.089,5.26
460,95.02,0.2815,775,9.303,2.135,3.24
461,95.03,0.0057,807,10.324,2.755,7.74
462,95.27,0.2717,786,8.623,2.577,2.35
463,95.38,0.1003,818,9.4,3.193,2.11
464,95.32,-0.0686,839,9.084,2.853,-1.6
465,95.36,0.0376,805,8.663,3.801,12.05
466,95.37,-0.0679,805,8.341,4.222,1.67
467,95.34,-0.0602,810,8.646,3.582,0.82
468,95.32,-0.078,767,7.929,3.975,-1.12
469,95.35,0.0653,798,7.721,4.189,-3.45
470,95.42,-0.0018,753,7.39,4.006,1.38
471,95.3,-0.0253,726,7.96,3.07,2.43
472,95.31,0.0189,752,6.621,3.939,7.4
473,95.1,-0.2167,769,8.117,2.964,1.94
474,95.15,-0.0104,696,7.489,3.242,4.46
475,95.26,0.084,709,7.978,2.663,4.86
476,95.3,0.1237,664,8.33,2.534,5.12
477,95.36,0.064,696,9.612,2.587,5.44
478,95.47,0.0279,638,8.981,2.761,11.34
479,95.39,-0.0361,648,9.249,3.117,13.63
480,95.38,0.0688,617,9.539,3.886,8.39
481,95.48,0.0764,596,9.964,3.645,8.75
482,95.65,0.1722,592,10.251,4.569,9.48
483,95.74,0.1627,557,10.807,4.606,17.64
484,96.15,0.2887,548,11.291,4.343,15.07
485,96.16,0.0765,504,10.211,4.5,20.86
486,96.34,0.1468,498,11.609,4.555,16.21
487,96.56,0.2419,481,11.418,4.332,17.76
488,96.57,0.0744,492,11.94,3.647,19.42
489,96.48,-0.0481,417,11.752,3.422,20.81
490,96.34,-0.1154,451,10.343,3.743,21.24
491,96.4,0.1256,406,10.844,3.239,22.55
492,96.61,0.1712,455,12.73,2.855,23.36
493,96.68,0.0887,417,10.986,3.375,27.72
494,96.75,0.0278,416,10.784,4.02,21.02
495,96.73,0.0009,417,10.361,3.834,23.84
496,96.86,0.1014,430,9.782,3.824,27.54
497,96.58,-0.3251,394,9.751,4.966,19.53
498,96.66,0.0311,394,10.151,4.79,18.35
499,96.7,0.0958,398,10.196,4.56,20.37
500,96.54,-0.2497,400,9.529,5.408,19.66
501,96.91,0.3036,414,9.445,4.733,17.13
502,96.75,-0.2569,421,9.525,5.285,15.49
503,96.64,-0.1789,417,8.863,5.01,15.94
504,96.5,-0.2289,405,8.88,4.829,15.0
505,96.72,0.1444,435,9.559,4.444,19.02
506,96.63,-0.1488,452,9.786,4.06,11.94
507,96.78,0.2221,431,9.899,4.738,12.8
508,96.92,0.1362,456,10.408,3.484,13.16
509,97.0,0.0427,458,10.49,4.194,11.34
510,96.86,-0.2477,460,10.418,4.085,12.11
511,96.81,-0.0852,485,10.362,4.557,12.77
512,97.11,0.3639,524,10.821,5.156,5.92
513,96.97,-0.1698,519,10.78,5.273,6.43
514,96.89,-0.0378,558,11.701,5.855,8.28
515,96.92,0.0364,524,11.887,5.601,9.11
516,97.09,0.1676,582,12.093,5.753,10.1
517,97.17,0.0673,586,13.148,6.443,15.01
518,97.33,0.1465,576,12.768,6.418,11.78
519,97.22,-0.1361,587,13.615,5.798,10.45
520,97.41,0.1484,635,13.363,5.39,7.22
521,97.54,0.1291,632,12.487,5.72,13.09
522,97.35,-0.1468,648,14.176,4.135,13.88
523,97.63,0.2995,696,13.097,5.038,15.85
524,98.02,0.3067,679,12.579,5.385,14.17
525,97.94,-0.0462,658,12.744,5.236,17.65
526,98.0,0.0665,730,12.517,5.602,16.85
527,98.25,0.2195,737,11.212,5.522,18.96
528,98.07,-0.1416,694,11.593,5.592,14.96
529,97.81,-0.2309,702,11.387,5.436,24.73
530,97.66,-0.0653,714,10.909,6.511,20.64
531,97.61,-0.1577,714,11.728,6.829,25.55
532,97.56,-0.0158,686,10.964,6.566,24.86
533,97.69,0.069,747,10.425,6.398,21.08
534,97.77,0.0787,721,10.42,6.553,22.57
535,97.61,-0.1302,710,10.38,6.344,22.59
536,97.73,0.1887,687,10.642,6.352,26.73
